game_pk,game_date_et,season,team_id,team_abbr,is_home,opp_sp_hand,ab,h,d,t3,hr,bb,hbp,sf,pa,obp,slg,runs_scored
662294,4/17/2022,2022,134,PIT,1,L,30,7,0,0,0,4,0,0,35,0.3235,0.2333,5
662234,4/17/2022,2022,135,SD,1,R,26,3,0,0,0,8,1,0,36,0.3429,0.1154,2
663132,4/17/2022,2022,137,SF,0,R,37,11,4,0,2,2,0,0,39,0.3333,0.5676,8
661226,4/17/2022,2022,138,STL,0,L,32,5,1,0,1,7,1,0,40,0.325,0.2813,5
662038,4/17/2022,2022,140,TEX,1,L,33,7,1,0,1,5,0,0,38,0.3158,0.3333,3
661804,4/17/2022,2022,141,TOR,1,R,30,7,2,0,0,5,0,1,36,0.3333,0.3,4
663308,4/17/2022,2022,142,MIN,0,R,29,4,0,0,0,3,0,1,33,0.2121,0.1379,1
661415,4/17/2022,2022,143,PHI,0,R,34,8,1,0,2,2,2,0,38,0.3158,0.4412,3
662234,4/17/2022,2022,144,ATL,0,R,31,4,2,0,1,0,1,0,32,0.1563,0.2903,1
661462,4/17/2022,2022,145,CWS,1,R,29,3,0,0,1,5,1,0,35,0.2571,0.2069,3
661415,4/17/2022,2022,146,MIA,1,R,37,13,1,2,0,6,4,1,48,0.4792,0.4865,11
663365,4/17/2022,2022,147,NYY,0,L,30,4,0,0,0,3,0,0,34,0.2121,0.1333,0
661226,4/17/2022,2022,158,MIL,1,R,30,7,2,0,0,7,1,1,39,0.3846,0.3,6
662587,4/18/2022,2022,109,AZ,0,R,31,6,2,0,1,3,0,0,34,0.2647,0.3548,1
662407,4/18/2022,2022,110,BAL,0,R,32,7,2,1,0,3,0,0,35,0.2857,0.3438,1
663236,4/18/2022,2022,111,BOS,1,R,38,11,3,0,1,2,0,0,40,0.325,0.4474,3
663197,4/18/2022,2022,112,CHC,1,L,30,7,0,0,2,1,1,0,32,0.2813,0.4333,4
662233,4/18/2022,2022,113,CIN,0,L,33,6,1,0,1,3,0,0,36,0.25,0.303,1
663087,4/18/2022,2022,114,CLE,1,R,29,8,2,0,0,2,0,0,31,0.3226,0.3448,4
662929,4/18/2022,2022,115,COL,1,R,30,9,4,0,1,3,0,0,34,0.3636,0.5333,4
662928,4/18/2022,2022,117,HOU,1,R,32,9,1,0,2,6,1,0,40,0.4103,0.5,8
662617,4/18/2022,2022,119,LAD,1,R,31,7,3,0,2,7,0,0,38,0.3684,0.5161,7
662587,4/18/2022,2022,120,WSH,1,L,27,7,2,0,0,5,1,1,36,0.3824,0.3333,6
662616,4/18/2022,2022,121,NYM,1,R,31,8,2,0,0,3,0,0,34,0.3235,0.3226,3
662233,4/18/2022,2022,135,SD,1,L,29,7,1,0,1,6,0,1,36,0.3611,0.3793,4
662616,4/18/2022,2022,137,SF,0,R,29,2,0,0,0,3,0,0,32,0.1563,0.069,1
663197,4/18/2022,2022,139,TB,0,R,31,6,0,0,0,4,0,0,35,0.2857,0.1935,2
663236,4/18/2022,2022,142,MIN,0,L,35,9,0,0,2,7,0,0,42,0.381,0.4286,8
662929,4/18/2022,2022,143,PHI,0,R,30,5,1,0,0,2,0,0,32,0.2188,0.2,1
662617,4/18/2022,2022,144,ATL,0,L,37,10,3,0,2,0,0,0,37,0.2703,0.5135,4
663087,4/18/2022,2022,145,CWS,0,R,29,3,0,0,0,0,1,0,30,0.1333,0.1034,1
661242,4/18/2022,2022,158,MIL,1,R,28,6,2,0,1,5,0,1,34,0.3235,0.3929,6
662927,4/19/2022,2022,108,LAA,0,L,36,13,3,0,0,6,0,1,43,0.4419,0.4444,7
662583,4/19/2022,2022,109,AZ,0,R,32,5,1,0,0,3,0,0,35,0.2286,0.1875,0
662406,4/19/2022,2022,110,BAL,0,L,35,8,1,0,0,3,0,0,38,0.2895,0.2571,1
663249,4/19/2022,2022,111,BOS,1,L,27,3,2,0,0,3,0,1,31,0.1935,0.1852,2
663196,4/19/2022,2022,112,CHC,1,R,32,5,1,1,1,4,1,0,37,0.2703,0.3438,5
662232,4/19/2022,2022,113,CIN,0,R,32,5,1,0,1,2,0,0,34,0.2059,0.2813,2
662925,4/19/2022,2022,115,COL,1,R,30,8,0,0,1,4,0,1,36,0.3429,0.3667,6
662896,4/19/2022,2022,116,DET,1,R,29,4,0,0,0,8,1,1,39,0.3333,0.1379,2
662927,4/19/2022,2022,117,HOU,1,L,33,6,2,0,1,3,0,0,37,0.25,0.3333,2
662753,4/19/2022,2022,118,KC,1,R,31,9,2,0,3,3,0,0,34,0.3529,0.6452,4
662717,4/19/2022,2022,119,LAD,1,L,28,2,0,0,0,1,0,0,29,0.1034,0.0714,1
662583,4/19/2022,2022,120,WSH,1,L,28,4,1,0,0,1,0,0,30,0.1724,0.1786,1
662350,4/19/2022,2022,121,NYM,1,R,35,8,3,0,0,3,0,0,39,0.2895,0.3143,5
662406,4/19/2022,2022,133,ATH,1,R,30,7,1,0,0,5,0,0,35,0.3429,0.2667,2
661211,4/19/2022,2022,134,PIT,0,R,31,4,0,0,2,0,0,0,31,0.129,0.3226,2
662161,4/19/2022,2022,136,SEA,1,R,30,7,0,1,3,3,1,0,34,0.3235,0.6,6
662350,4/19/2022,2022,137,SF,0,R,38,9,1,0,1,4,0,0,42,0.3095,0.3421,4
661405,4/19/2022,2022,138,STL,0,L,34,8,3,1,0,3,1,0,38,0.3158,0.3824,5
663196,4/19/2022,2022,139,TB,0,L,35,10,3,1,1,4,0,0,39,0.359,0.5143,6
662161,4/19/2022,2022,140,TEX,0,L,32,6,2,0,0,1,0,1,34,0.2059,0.25,2
663249,4/19/2022,2022,141,TOR,0,R,35,8,0,0,1,1,0,0,36,0.25,0.3143,1
662753,4/19/2022,2022,142,MIN,0,R,35,9,3,1,0,4,0,0,39,0.3333,0.4,3
662925,4/19/2022,2022,143,PHI,0,L,34,11,1,1,1,2,1,0,37,0.3784,0.5,5
662717,4/19/2022,2022,144,ATL,0,R,37,12,3,0,1,1,0,0,38,0.3421,0.4865,3
663075,4/19/2022,2022,145,CWS,0,R,29,3,1,0,0,4,1,0,34,0.2353,0.1379,1
661405,4/19/2022,2022,146,MIA,1,R,34,8,1,0,1,2,0,0,36,0.2778,0.3529,1
662896,4/19/2022,2022,147,NYY,0,L,33,6,0,0,0,8,0,1,42,0.3333,0.1818,4
661211,4/19/2022,2022,158,MIL,1,R,28,3,1,0,2,2,0,0,30,0.1667,0.3571,5
662560,4/20/2022,2022,109,AZ,0,R,35,10,2,0,1,4,0,3,42,0.3333,0.4286,11
662392,4/20/2022,2022,110,BAL,0,R,31,5,2,0,0,1,2,0,34,0.2353,0.2258,1
663247,4/20/2022,2022,111,BOS,1,R,37,10,3,0,0,1,1,0,39,0.3077,0.3514,1
663146,4/20/2022,2022,112,CHC,1,R,20,4,1,0,0,3,0,0,23,0.3043,0.25,2
662231,4/20/2022,2022,113,CIN,0,L,31,5,0,0,0,2,0,0,33,0.2121,0.1613,0
663094,4/20/2022,2022,114,CLE,1,L,37,11,0,0,1,3,0,0,40,0.35,0.3784,11
662924,4/20/2022,2022,115,COL,1,R,37,11,4,0,0,2,1,1,41,0.3415,0.4054,6
662861,4/20/2022,2022,116,DET,1,R,35,11,2,0,0,3,0,0,38,0.3684,0.3714,3
662926,4/20/2022,2022,117,HOU,1,R,28,1,0,0,0,1,0,0,29,0.069,0.0357,0
662703,4/20/2022,2022,118,KC,1,R,29,6,1,0,0,0,0,0,29,0.2069,0.2414,2
662734,4/20/2022,2022,119,LAD,1,R,32,8,1,1,2,5,0,0,37,0.3514,0.5313,5
662560,4/20/2022,2022,120,WSH,1,R,36,9,4,0,0,1,0,0,37,0.2703,0.3611,2
662349,4/20/2022,2022,121,NYM,1,L,35,9,1,0,0,4,0,0,39,0.3333,0.2857,2
662392,4/20/2022,2022,133,ATH,1,R,33,7,1,0,0,1,1,0,35,0.2571,0.2424,0
661203,4/20/2022,2022,134,PIT,0,R,31,5,0,0,0,4,0,0,35,0.2571,0.1613,2
662231,4/20/2022,2022,135,SD,1,R,27,6,2,0,2,6,2,1,36,0.3889,0.5185,6
662178,4/20/2022,2022,136,SEA,1,R,30,9,3,0,0,6,0,1,37,0.4054,0.4,4
662349,4/20/2022,2022,137,SF,0,R,34,8,1,0,1,3,0,0,37,0.2973,0.3529,5
661404,4/20/2022,2022,138,STL,0,R,31,5,0,0,1,2,0,0,33,0.2121,0.2581,2
663146,4/20/2022,2022,139,TB,0,R,28,9,5,1,1,2,0,0,30,0.3667,0.6786,8
662178,4/20/2022,2022,140,TEX,0,R,33,8,1,0,0,0,0,1,34,0.2353,0.2727,2
663247,4/20/2022,2022,141,TOR,0,R,34,9,0,0,1,5,1,2,42,0.3571,0.3529,6
662703,4/20/2022,2022,142,MIN,0,L,29,5,0,0,0,2,1,0,32,0.25,0.1724,0
662924,4/20/2022,2022,143,PHI,0,R,38,12,1,0,4,4,1,1,44,0.3864,0.6579,9
662734,4/20/2022,2022,144,ATL,0,R,27,3,2,0,0,4,0,0,31,0.2258,0.1852,1
663094,4/20/2022,2022,145,CWS,0,R,31,5,1,0,0,1,0,0,32,0.1875,0.1935,1
661404,4/20/2022,2022,146,MIA,1,R,32,5,0,0,0,2,1,0,35,0.2286,0.1563,0
662861,4/20/2022,2022,147,NYY,0,L,33,6,3,0,1,2,0,0,36,0.2286,0.3636,5
661203,4/20/2022,2022,158,MIL,1,R,32,8,2,0,2,1,1,0,34,0.2941,0.5,4
662558,4/21/2022,2022,109,AZ,0,L,35,9,1,0,3,2,2,0,39,0.3333,0.5429,4
662391,4/21/2022,2022,110,BAL,0,R,31,7,2,0,0,1,1,1,34,0.2647,0.2903,4
663225,4/21/2022,2022,111,BOS,1,R,32,8,1,0,0,1,0,0,33,0.2727,0.2813,2
663145,4/21/2022,2022,112,CHC,1,R,29,4,0,0,0,5,0,1,35,0.2571,0.1379,3
663093,4/21/2022,2022,114,CLE,1,R,35,13,3,0,1,2,0,2,40,0.3846,0.5429,6
662850,4/21/2022,2022,116,DET,1,L,29,7,3,0,0,4,0,0,33,0.3333,0.3448,3
662742,4/21/2022,2022,118,KC,1,R,28,3,1,1,0,2,0,0,30,0.1667,0.2143,0
662391,4/21/2022,2022,133,ATH,1,R,35,11,4,0,2,0,0,0,35,0.3143,0.6,6
663145,4/21/2022,2022,134,PIT,0,R,34,9,2,1,1,6,0,0,40,0.375,0.4706,4
662177,4/21/2022,2022,136,SEA,1,L,34,8,1,0,2,10,1,0,45,0.4222,0.4412,6
662593,4/21/2022,2022,137,SF,0,R,31,4,0,0,1,0,1,0,32,0.1563,0.2258,2
661391,4/21/2022,2022,138,STL,0,R,32,5,0,0,0,0,0,0,32,0.1563,0.1563,0
662177,4/21/2022,2022,140,TEX,0,L,39,10,5,0,1,3,0,1,43,0.3023,0.4615,8
663225,4/21/2022,2022,141,TOR,0,R,34,9,2,0,0,2,0,1,37,0.2973,0.3235,3
662742,4/21/2022,2022,142,MIN,0,R,31,8,0,0,0,2,0,1,34,0.2941,0.2581,1
663093,4/21/2022,2022,145,CWS,0,R,32,8,2,0,0,1,0,1,34,0.2647,0.3125,3
661391,4/21/2022,2022,146,MIA,1,R,30,7,1,0,2,4,0,0,34,0.3235,0.4667,5
662850,4/21/2022,2022,147,NYY,0,R,33,7,1,0,0,1,0,0,34,0.2353,0.2424,0
661037,4/22/2022,2022,108,LAA,1,L,30,8,0,0,1,1,0,1,32,0.2813,0.3667,3
663394,4/22/2022,2022,109,AZ,1,L,36,8,3,0,2,3,0,1,40,0.275,0.4722,5
661037,4/22/2022,2022,110,BAL,0,L,35,8,1,0,0,1,0,0,36,0.25,0.2571,5
661914,4/22/2022,2022,111,BOS,0,R,36,11,1,0,1,1,0,0,37,0.3243,0.4167,4
663195,4/22/2022,2022,112,CHC,1,L,33,7,1,0,0,4,0,0,37,0.2973,0.2424,2
663169,4/22/2022,2022,113,CIN,1,L,34,9,1,0,0,3,1,0,38,0.3421,0.2941,2
661311,4/22/2022,2022,114,CLE,0,R,35,9,3,0,1,0,0,0,35,0.2571,0.4286,1
662849,4/22/2022,2022,115,COL,0,R,30,3,0,0,2,3,0,0,33,0.1818,0.3,3
662849,4/22/2022,2022,116,DET,1,L,33,6,0,1,0,3,0,0,36,0.25,0.2424,2
662922,4/22/2022,2022,117,HOU,1,R,34,7,1,0,0,2,0,0,36,0.25,0.2353,3
662175,4/22/2022,2022,118,KC,0,R,32,8,1,0,1,1,0,0,33,0.2727,0.375,1
662230,4/22/2022,2022,119,LAD,0,R,32,8,0,0,3,7,0,1,40,0.375,0.5313,6
662557,4/22/2022,2022,120,WSH,1,L,30,6,2,0,1,1,0,0,31,0.2258,0.3667,1
663394,4/22/2022,2022,121,NYM,0,R,38,9,1,0,1,1,0,1,40,0.25,0.3421,6
662390,4/22/2022,2022,133,ATH,1,R,29,2,2,0,0,3,0,0,32,0.1563,0.1379,1
663195,4/22/2022,2022,134,PIT,0,L,33,8,0,0,2,2,0,0,35,0.2857,0.4242,4
662230,4/22/2022,2022,135,SD,1,L,32,4,1,0,0,3,0,0,35,0.2,0.1563,1
662175,4/22/2022,2022,136,SEA,1,R,33,8,1,1,0,2,0,0,35,0.2857,0.3333,4
662557,4/22/2022,2022,137,SF,0,L,37,12,2,0,1,5,0,0,42,0.4048,0.4595,7
663169,4/22/2022,2022,138,STL,0,R,36,10,0,0,0,6,1,0,43,0.3953,0.2778,4
661914,4/22/2022,2022,139,TB,1,R,33,6,0,0,2,5,0,0,38,0.2895,0.3636,3
662390,4/22/2022,2022,140,TEX,0,R,34,9,1,0,2,5,0,1,40,0.35,0.4706,8
662922,4/22/2022,2022,141,TOR,0,R,33,7,1,0,2,1,0,0,34,0.2353,0.4242,4
661755,4/22/2022,2022,142,MIN,1,R,27,5,2,0,0,3,0,0,30,0.2667,0.2593,2
661621,4/22/2022,2022,143,PHI,1,R,34,10,1,0,0,3,0,0,37,0.3514,0.3235,4
661569,4/22/2022,2022,144,ATL,1,L,30,6,3,0,0,3,0,0,33,0.2727,0.3,3
661755,4/22/2022,2022,145,CWS,0,R,33,6,2,0,1,3,0,0,36,0.25,0.3333,1
661569,4/22/2022,2022,146,MIA,0,R,32,5,0,0,0,3,1,0,36,0.25,0.1563,0
661311,4/22/2022,2022,147,NYY,1,R,31,7,0,0,2,4,0,0,35,0.3143,0.4194,4
661621,4/22/2022,2022,158,MIL,0,L,30,5,1,0,0,5,0,2,37,0.2703,0.2,2
663384,4/23/2022,2022,109,AZ,1,R,34,11,2,1,0,3,0,1,38,0.3684,0.4412,5
661035,4/23/2022,2022,110,BAL,0,R,33,6,1,0,0,5,2,2,42,0.3095,0.2121,5
661941,4/23/2022,2022,111,BOS,0,R,32,2,0,1,0,5,0,1,38,0.1842,0.125,2
663144,4/23/2022,2022,112,CHC,1,R,48,23,4,0,1,4,1,0,53,0.5283,0.625,21
663100,4/23/2022,2022,113,CIN,1,R,26,3,1,0,0,4,1,0,31,0.2581,0.1538,0
661310,4/23/2022,2022,114,CLE,0,L,30,4,0,0,2,2,0,0,32,0.1875,0.3333,4
662848,4/23/2022,2022,115,COL,0,L,32,7,0,0,0,2,0,0,34,0.2647,0.2188,0
662848,4/23/2022,2022,116,DET,1,R,42,20,1,0,1,3,0,0,45,0.5111,0.5714,13
662875,4/23/2022,2022,117,HOU,1,R,34,8,0,0,1,1,0,0,35,0.2571,0.3235,2
662276,4/23/2022,2022,119,LAD,0,R,33,5,1,0,0,3,1,0,37,0.2432,0.1818,2
662549,4/23/2022,2022,120,WSH,1,L,33,7,1,0,1,1,0,0,35,0.2353,0.3333,2
663384,4/23/2022,2022,121,NYM,0,R,32,7,1,1,0,3,0,0,35,0.2857,0.3125,2
662389,4/23/2022,2022,133,ATH,1,L,30,3,2,0,0,2,0,0,32,0.1563,0.1667,0
663144,4/23/2022,2022,134,PIT,0,R,30,3,1,0,0,0,0,0,30,0.1,0.1333,0
662276,4/23/2022,2022,135,SD,1,L,30,5,1,0,1,4,0,2,37,0.25,0.3,3
662191,4/23/2022,2022,136,SEA,1,L,40,16,6,0,2,8,0,0,48,0.5,0.7,13
662549,4/23/2022,2022,137,SF,0,R,34,10,1,0,0,2,1,1,38,0.3421,0.3235,5
663100,4/23/2022,2022,138,STL,0,R,36,10,2,0,0,5,1,0,42,0.381,0.3333,5
661941,4/23/2022,2022,139,TB,1,R,32,3,1,0,1,2,0,0,34,0.1471,0.2188,3
662389,4/23/2022,2022,140,TEX,0,R,30,5,0,0,0,1,1,0,32,0.2188,0.1667,2
661620,4/23/2022,2022,143,PHI,1,R,31,7,2,1,0,1,0,1,33,0.2424,0.3548,3
661568,4/23/2022,2022,144,ATL,1,R,35,9,2,1,3,1,2,1,39,0.3077,0.6286,7
661752,4/23/2022,2022,145,CWS,0,R,34,7,2,0,1,2,0,0,36,0.25,0.3529,2
661568,4/23/2022,2022,146,MIA,0,R,40,14,2,0,1,7,0,1,48,0.4375,0.475,9
661310,4/23/2022,2022,147,NYY,1,R,31,9,1,0,1,4,0,1,36,0.3611,0.4194,5
661620,4/23/2022,2022,158,MIL,0,R,35,9,1,0,1,1,0,0,36,0.2778,0.3714,5
661033,4/24/2022,2022,108,LAA,1,R,29,7,0,0,1,9,2,0,40,0.45,0.3448,7
663361,4/24/2022,2022,109,AZ,1,R,33,6,2,0,1,1,0,0,34,0.2059,0.3333,2
661033,4/24/2022,2022,110,BAL,0,L,34,9,3,0,2,5,1,0,40,0.375,0.5294,6
661931,4/24/2022,2022,111,BOS,0,L,33,6,2,0,0,1,0,0,34,0.2059,0.2424,2
663166,4/24/2022,2022,112,CHC,1,R,37,10,4,0,1,4,0,0,41,0.3415,0.4595,3
663111,4/24/2022,2022,113,CIN,1,R,27,8,2,0,0,4,0,1,32,0.375,0.3704,4
661317,4/24/2022,2022,114,CLE,0,R,32,6,0,1,0,3,0,0,35,0.2571,0.25,2
662853,4/24/2022,2022,115,COL,0,L,37,11,3,0,1,2,0,0,39,0.3333,0.4595,6
662853,4/24/2022,2022,116,DET,1,R,33,7,1,0,0,3,0,0,36,0.2778,0.2424,2
662921,4/24/2022,2022,117,HOU,1,L,38,11,5,0,2,5,0,0,44,0.3721,0.5789,8
662188,4/24/2022,2022,118,KC,0,L,43,9,3,0,1,4,0,0,47,0.2766,0.3488,4
662274,4/24/2022,2022,119,LAD,0,L,35,8,0,0,3,4,1,2,42,0.3095,0.4857,10
662539,4/24/2022,2022,120,WSH,1,R,33,7,2,0,1,1,1,0,35,0.2571,0.3636,3
663361,4/24/2022,2022,121,NYM,0,L,37,10,2,0,1,2,2,0,41,0.3415,0.4054,6
662388,4/24/2022,2022,133,ATH,1,R,27,5,1,0,1,6,0,0,33,0.3333,0.3333,2
663166,4/24/2022,2022,134,PIT,0,L,32,6,2,0,0,7,0,1,40,0.325,0.25,4
662274,4/24/2022,2022,135,SD,1,L,33,8,1,1,0,1,1,0,35,0.2857,0.3333,2
662188,4/24/2022,2022,136,SEA,1,R,41,10,2,0,1,6,0,1,48,0.3333,0.3659,5
662539,4/24/2022,2022,137,SF,0,R,40,15,2,1,2,4,2,2,48,0.4375,0.625,12
663111,4/24/2022,2022,138,STL,0,L,34,7,3,0,0,1,0,0,35,0.2286,0.2941,1
661931,4/24/2022,2022,139,TB,1,L,30,9,2,0,1,4,3,0,37,0.4324,0.4667,5
662388,4/24/2022,2022,140,TEX,0,L,32,4,1,0,0,2,0,0,34,0.1765,0.1563,0
661590,4/24/2022,2022,144,ATL,1,L,33,7,4,0,1,8,0,1,42,0.3571,0.4242,4
661781,4/24/2022,2022,145,CWS,0,R,37,9,0,0,2,3,0,0,40,0.3,0.4054,4
661590,4/24/2022,2022,146,MIA,0,R,36,11,6,1,0,7,0,1,44,0.4091,0.5278,5
661317,4/24/2022,2022,147,NYY,1,R,35,13,5,0,3,3,1,1,40,0.425,0.7714,10
661640,4/24/2022,2022,158,MIL,0,R,28,3,1,0,0,1,0,1,30,0.1333,0.1429,1
661034,4/25/2022,2022,108,LAA,1,R,30,8,0,1,2,2,0,0,33,0.3125,0.5333,3
663382,4/25/2022,2022,109,AZ,1,R,30,3,0,0,0,0,1,0,31,0.129,0.1,0
661760,4/25/2022,2022,111,BOS,0,R,31,7,2,0,0,1,0,1,34,0.2424,0.2903,2
661034,4/25/2022,2022,114,CLE,0,R,28,3,1,0,0,4,0,0,32,0.2188,0.1429,0
661639,4/25/2022,2022,115,COL,0,R,29,5,1,0,2,2,1,0,32,0.25,0.4138,2
661979,4/25/2022,2022,117,HOU,0,R,35,8,1,0,1,3,0,0,38,0.2895,0.3429,2
663382,4/25/2022,2022,119,LAD,0,R,35,9,4,0,1,3,0,0,38,0.3158,0.4571,4
662008,4/25/2022,2022,121,NYM,0,R,36,9,2,0,1,1,1,0,38,0.2895,0.3889,5
661210,4/25/2022,2022,137,SF,0,R,31,6,2,0,2,4,1,0,36,0.3056,0.4516,4
662008,4/25/2022,2022,138,STL,1,R,33,5,0,0,0,3,0,0,36,0.2222,0.1515,2
661979,4/25/2022,2022,140,TEX,1,L,35,11,3,0,0,3,1,0,39,0.3846,0.4,6
661760,4/25/2022,2022,141,TOR,1,R,32,10,1,0,3,0,0,0,32,0.3125,0.625,6
661639,4/25/2022,2022,143,PHI,1,L,34,9,2,0,1,3,0,1,38,0.3158,0.4118,8
661210,4/25/2022,2022,158,MIL,1,L,32,5,0,0,1,1,0,0,33,0.1818,0.25,2
661032,4/26/2022,2022,108,LAA,1,R,31,8,4,0,1,1,0,0,32,0.2813,0.4839,4
663383,4/26/2022,2022,109,AZ,1,R,29,4,1,0,1,3,1,0,33,0.2424,0.2759,5
661309,4/26/2022,2022,110,BAL,0,R,34,7,1,0,2,4,1,0,39,0.3077,0.4118,8
661758,4/26/2022,2022,111,BOS,0,R,36,9,3,0,0,2,0,2,40,0.275,0.3333,5
661589,4/26/2022,2022,112,CHC,0,L,30,4,1,0,1,0,2,0,32,0.1875,0.2667,1
663079,4/26/2022,2022,113,CIN,1,R,34,8,3,0,1,1,0,0,36,0.2571,0.4118,6
661032,4/26/2022,2022,114,CLE,0,L,31,4,1,0,0,1,0,0,32,0.1563,0.1613,1
661567,4/26/2022,2022,115,COL,0,R,33,6,2,0,2,3,1,0,37,0.2703,0.4242,3
661733,4/26/2022,2022,116,DET,0,R,33,8,2,0,1,4,0,0,37,0.3243,0.3939,4
661980,4/26/2022,2022,117,HOU,0,L,32,6,1,0,1,4,0,0,36,0.2778,0.3125,5
661536,4/26/2022,2022,118,KC,0,L,32,6,1,0,0,11,0,1,44,0.3864,0.2188,6
662540,4/26/2022,2022,120,WSH,1,R,31,8,1,0,0,4,0,0,35,0.3429,0.2903,2
662007,4/26/2022,2022,121,NYM,0,R,32,8,2,0,0,4,3,0,39,0.3846,0.3125,3
662086,4/26/2022,2022,133,ATH,0,L,32,5,2,0,0,3,0,0,35,0.2286,0.2188,2
662297,4/26/2022,2022,134,PIT,1,R,39,13,5,0,0,4,0,2,45,0.3778,0.4615,8
661929,4/26/2022,2022,136,SEA,0,R,38,10,3,1,0,2,1,1,43,0.3095,0.3947,8
662086,4/26/2022,2022,137,SF,1,R,31,7,1,0,2,3,1,0,35,0.3143,0.4516,8
662007,4/26/2022,2022,138,STL,1,R,29,3,0,0,0,4,2,0,35,0.2571,0.1034,0
661929,4/26/2022,2022,139,TB,1,R,35,9,0,0,2,5,0,0,40,0.35,0.4286,4
661758,4/26/2022,2022,141,TOR,1,R,34,8,2,0,1,6,0,1,42,0.3415,0.3824,6
661733,4/26/2022,2022,142,MIN,1,L,29,5,1,0,1,5,0,0,34,0.2941,0.3103,5
661567,4/26/2022,2022,143,PHI,1,R,36,11,3,0,1,4,0,0,40,0.375,0.4722,10
661589,4/26/2022,2022,144,ATL,1,R,29,6,0,0,1,0,0,1,30,0.2,0.3103,3
661536,4/26/2022,2022,145,CWS,1,L,32,5,1,0,0,2,1,0,35,0.2286,0.1875,0
662540,4/26/2022,2022,146,MIA,0,R,36,9,3,0,1,4,0,0,40,0.325,0.4167,5
661309,4/26/2022,2022,147,NYY,1,R,38,13,1,1,5,2,0,0,40,0.375,0.8158,12
662297,4/26/2022,2022,158,MIL,0,R,40,14,1,1,2,3,0,0,43,0.3953,0.575,12
663439,4/27/2022,2022,108,LAA,1,R,38,14,4,1,1,3,0,0,41,0.4146,0.6053,9
663393,4/27/2022,2022,109,AZ,1,L,26,2,0,0,1,4,0,0,31,0.2,0.1923,3
661306,4/27/2022,2022,110,BAL,0,L,31,5,1,0,1,1,2,0,34,0.2353,0.2903,2
661757,4/27/2022,2022,111,BOS,0,R,37,13,4,0,0,2,1,2,43,0.381,0.4595,7
661552,4/27/2022,2022,112,CHC,0,R,38,11,4,0,1,6,0,1,45,0.3778,0.4737,6
663148,4/27/2022,2022,113,CIN,1,L,36,10,4,0,2,4,1,1,43,0.3571,0.5556,5
663439,4/27/2022,2022,114,CLE,0,R,36,11,3,0,2,1,0,1,38,0.3158,0.5556,5
661638,4/27/2022,2022,115,COL,0,L,36,12,1,0,1,2,0,0,38,0.3684,0.4444,3
661739,4/27/2022,2022,116,DET,0,R,29,2,1,0,0,1,0,0,30,0.1,0.1034,0
661964,4/27/2022,2022,117,HOU,0,R,34,7,1,0,1,4,0,0,38,0.2895,0.3235,4
661533,4/27/2022,2022,118,KC,0,R,30,4,0,0,0,4,1,1,36,0.25,0.1333,3
663393,4/27/2022,2022,119,LAD,0,R,31,5,1,0,0,2,1,0,34,0.2353,0.1935,1
662546,4/27/2022,2022,120,WSH,1,R,32,5,1,0,0,4,0,0,36,0.25,0.1875,1
662048,4/27/2022,2022,121,NYM,0,L,35,11,5,0,0,2,1,0,38,0.3684,0.4571,5
662066,4/27/2022,2022,133,ATH,0,L,33,7,1,1,1,2,0,0,35,0.2571,0.3939,1
662289,4/27/2022,2022,134,PIT,1,L,27,1,0,0,0,7,0,0,34,0.2353,0.037,1
663148,4/27/2022,2022,135,SD,0,R,32,8,1,1,2,6,1,1,40,0.375,0.5313,8
661909,4/27/2022,2022,136,SEA,0,R,32,5,1,0,2,2,0,0,34,0.2059,0.375,2
662066,4/27/2022,2022,137,SF,1,R,29,3,1,0,0,3,0,0,32,0.1875,0.1379,0
662048,4/27/2022,2022,138,STL,1,R,39,16,4,1,0,3,1,0,43,0.4651,0.5641,10
661909,4/27/2022,2022,139,TB,1,L,30,7,0,0,1,3,1,0,34,0.3235,0.3333,3
661964,4/27/2022,2022,140,TEX,1,R,33,7,2,0,1,3,1,0,37,0.2973,0.3636,3
661757,4/27/2022,2022,141,TOR,1,R,32,5,1,0,0,3,0,0,35,0.2286,0.1875,1
661739,4/27/2022,2022,142,MIN,1,R,31,9,3,0,3,3,0,0,34,0.3529,0.6774,5
661638,4/27/2022,2022,143,PHI,1,R,33,12,1,2,1,3,0,2,38,0.3947,0.6061,7
661552,4/27/2022,2022,144,ATL,1,R,38,8,1,0,0,4,1,0,43,0.3023,0.2368,3
661533,4/27/2022,2022,145,CWS,1,R,31,9,2,0,2,2,1,1,35,0.3429,0.5484,7
662546,4/27/2022,2022,146,MIA,0,R,29,4,0,0,1,5,1,0,35,0.2857,0.2414,2
661306,4/27/2022,2022,147,NYY,1,R,31,8,0,0,2,2,0,1,34,0.2941,0.4516,5
662289,4/27/2022,2022,158,MIL,0,L,32,4,1,0,0,4,1,0,37,0.2432,0.1563,3
663432,4/28/2022,2022,108,LAA,1,R,29,6,1,0,0,4,0,0,34,0.303,0.2414,4
662047,4/28/2022,2022,109,AZ,0,R,33,6,2,0,1,4,0,0,37,0.2703,0.3333,3
661305,4/28/2022,2022,110,BAL,0,R,40,14,7,0,0,3,1,0,45,0.4091,0.525,5
661827,4/28/2022,2022,111,BOS,0,R,31,4,1,0,0,1,0,0,32,0.1563,0.1613,0
